grower_id,season,concentration_mg/kg,body_weight_kg,days_per_month_at_site,si_daily_mg/day,ef_method_1,avg_daily_dose_method_1,hours_per_month_at_site,si_outdoor_mg/hour,si_indoor_mg/hour,ef_method_2_outdoor,avg_daily_dose_method_2_outdoor,ef_method_2_indoor,avg_daily_dose_method_2_indoor,avg_daily_dose_method_2,hours_per_month_all_activities,ef_method_3_outdoor,avg_daily_dose_method_3_outdoor,ef_method_3_indoor,avg_daily_dose_method_3_indoor,avg_daily_dose_method_3
17,Spring,400.0,67.9,21.75,378.0,0.7142857142857143,0.0015905743740795286,43.5,45.25,1.375,0.05952380952380953,0.00038081211866189776,0.9404761904761905,0.00018283189564485583,0.0005636440143067536,93.0,0.1272577996715928,0.0010286304354660456,0.8727422003284072,0.00016966416854690683,0.0011982946040129524
17,Fall,400.0,67.9,8.7,378.0,0.2857142857142857,0.0006362297496318114,13.049999999999999,45.25,1.375,0.017857142857142856,0.00011424363559856934,0.9821428571428571,0.00019093204292026087,0.0003051756785188302,8.25,0.011288998357963875,8.863730348164858e-05,0.9887110016420362,0.00019220891342672862,0.0002808462169083772
17,Winter,400.0,67.9,4.35,378.0,0.14285714285714285,0.0003181148748159057,2.175,45.25,1.375,0.002976190476190476,1.9040605933094885e-05,0.9970238095238095,0.000193824952661477,0.00021286555859457187,1.75,0.0023946360153256708,1.0942876973043034e-05,0.9976053639846744,0.0001939380089042371,0.00020488088587728015
17,Summer,400.0,67.9,21.75,378.0,0.7142857142857143,0.0015905743740795286,43.5,45.25,1.375,0.05952380952380953,0.00038081211866189776,0.9404761904761905,0.00018283189564485583,0.0005636440143067536,47.0,0.06431308155446087,0.0006040468089119758,0.9356869184455391,0.00018190084423388978,0.0007859476531458656
18,Spring,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,121.79999999999998,45.25,1.375,0.16666666666666666,0.0010313390313390312,0.8333333333333334,0.0001566951566951567,0.001188034188034188,82.5,0.11288998357963877,0.0009758770390954301,0.8871100164203612,0.00016680701163459784,0.001142684050730028
18,Summer,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,152.24999999999997,45.25,1.375,0.20833333333333331,0.001289173789173789,0.7916666666666667,0.00014886039886039887,0.001438034188034188,64.75,0.0886015325670498,0.0005154578286762195,0.9113984674329502,0.00017137407079935815,0.0006868318994755777
18,Winter,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,30.449999999999996,45.25,1.375,0.041666666666666664,0.0002578347578347578,0.9583333333333334,0.0001801994301994302,0.000438034188034188,4.916464,0.006727509578544061,5.150964366412642e-05,0.9932724904214559,0.00018676918623309425,0.00023827882989722069
19,Spring,400.0,87.8,30.449999999999996,378.0,0.9999999999999999,0.0017220956719817763,121.79999999999998,45.25,1.375,0.16666666666666666,0.0008246013667425969,0.8333333333333334,0.00012528473804100228,0.0009498861047835992,46.0,0.06294471811713191,0.0003689718759234116,0.9370552818828681,0.00014087847062475926,0.0005098503465481709
19,Summer,400.0,87.8,21.75,378.0,0.7142857142857143,0.0012300683371298405,32.625,45.25,1.375,0.044642857142857144,0.00022087536609176705,0.9553571428571429,0.00014363000325414902,0.00036450536934591604,16.5,0.02257799671592775,0.00013370999173371338,0.9774220032840722,0.000146947271564348,0.0002806572632980614
20,Spring,400.0,81.2,21.75,378.0,0.7142857142857143,0.0013300492610837438,174.0,45.25,1.375,0.2380952380952381,0.0012737508796622098,0.7619047619047619,0.00012385643912737508,0.001397607318789585,116.0,0.15873015873015875,0.0007320407354380516,0.8412698412698413,0.00013675815153647665,0.0008687988869745283
20,Fall,400.0,81.2,21.75,378.0,0.7142857142857143,0.0013300492610837438,174.0,45.25,1.375,0.2380952380952381,0.0012737508796622098,0.7619047619047619,0.00012385643912737508,0.001397607318789585,34.0,0.046524356869184456,0.00021229181327703494,0.9534756431308156,0.0001549985035631375,0.0003672903168401724
20,Summer,400.0,81.2,21.75,378.0,0.7142857142857143,0.0013300492610837438,174.0,45.25,1.375,0.2380952380952381,0.0012737508796622098,0.7619047619047619,0.00012385643912737508,0.001397607318789585,105.0,0.14367816091954025,0.0005490305515785386,0.8563218390804598,0.00013920502802785802,0.0006882355796063967
21,Spring,400.0,86.9,30.449999999999996,378.0,0.9999999999999999,0.001739930955120828,182.7,45.25,1.375,0.25,0.0012497123130034522,0.75,0.00011392405063291139,0.0013636363636363635,307.5,0.42077175697865354,0.0028694817477008657,0.5792282430213465,8.79840369146349e-05,0.0029574657846155004
21,Summer,400.0,86.9,30.449999999999996,378.0,0.9999999999999999,0.001739930955120828,213.14999999999998,45.25,1.375,0.29166666666666663,0.0014579976985040276,0.7083333333333334,0.00010759493670886077,0.0015655926352128883,157.5,0.21551724137931036,0.0015236640269377065,0.7844827586206896,0.00011916193801833261,0.0016428259649560392
21,Fall,400.0,86.9,30.449999999999996,378.0,0.9999999999999999,0.001739930955120828,182.7,45.25,1.375,0.25,0.0012497123130034522,0.75,0.00011392405063291139,0.0013636363636363635,193.0,0.2640941434044882,0.0012654448708573544,0.7359058565955118,0.00011178316809045747,0.0013772280389478119
21,Winter,400.0,86.9,8.7,378.0,0.2857142857142857,0.0004971231300345225,47.849999999999994,45.25,1.375,0.06547619047619047,0.00032730560578661836,0.9345238095238095,0.00014195298372513562,0.000469258589511754,60.0,0.08210180623973728,0.0002872901868973453,0.9178981937602627,0.00013942757373573608,0.0004267177606330814
22,Winter,400.0,87.4,26.099999999999998,378.0,0.8571428571428571,0.001482837528604119,182.7,45.25,1.375,0.25,0.0012425629290617848,0.75,0.00011327231121281463,0.0013558352402745994,10.0,0.013683634373289547,4.930805274054702e-05,0.9863163656267104,0.000148963112428748,0.00019827116516929504
22,Spring,400.0,87.4,30.449999999999996,378.0,0.9999999999999999,0.001729977116704805,502.42499999999995,45.25,1.375,0.6875,0.0034170480549199087,0.3125,4.7196796338672765e-05,0.0034642448512585814,260.5,0.3564586754241927,0.0028122592838918884,0.6435413245758073,9.719388426087706e-05,0.0029094531681527654
22,Summer,400.0,87.4,30.449999999999996,378.0,0.9999999999999999,0.001729977116704805,487.19999999999993,45.25,1.375,0.6666666666666666,0.003313501144164759,0.33333333333333337,5.0343249427917626e-05,0.0033638443935926766,190.5,0.2606732348111659,0.0013296171463140609,0.7393267651888341,0.00011166033524591086,0.0014412774815599717
23,Spring,400.0,72.7,30.449999999999996,378.0,0.9999999999999999,0.0020797799174690503,152.24999999999997,45.25,1.375,0.20833333333333331,0.0012448418156808803,0.7916666666666667,0.0001437414030261348,0.001388583218707015,112.0,0.15325670498084293,0.0009566272081094449,0.8467432950191571,0.0001537415611314013,0.0011103687692408462
23,Summer,400.0,72.7,26.099999999999998,378.0,0.8571428571428571,0.0017826685006877578,104.39999999999999,45.25,1.375,0.14285714285714285,0.0008536058164668893,0.8571428571428572,0.00015562978974258202,0.0010092356062094713,95.0,0.12999452654625068,0.0007971893400912041,0.8700054734537493,0.00015796523039325296,0.0009551545704844571
23,Fall,400.0,72.7,4.35,378.0,0.14285714285714285,0.000297111416781293,17.4,45.25,1.375,0.023809523809523808,0.0001422676360778149,0.9761904761904762,0.00017724503831794065,0.00031951267439575553,16.0,0.021893814997263273,6.54104073920988e-05,0.9781061850027367,0.0001775928699042108,0.0002430032772963096
23,Winter,400.0,72.7,4.35,378.0,0.14285714285714285,0.000297111416781293,17.4,45.25,1.375,0.023809523809523808,0.0001422676360778149,0.9761904761904762,0.00017724503831794065,0.00031951267439575553,22.0,0.030103995621237,0.00022893642587234578,0.969896004378763,0.00017610216310591018,0.00040503858897825596
24,Spring,400.0,84.0,28.275,378.0,0.9285714285714285,0.0016714285714285713,169.64999999999998,45.25,1.375,0.23214285714285712,0.0012005102040816326,0.7678571428571429,0.00012066326530612247,0.001321173469387755,289.0,0.39545703338806787,0.0021229181327703495,0.6045429666119322,9.499960903901792e-05,0.0022179177418093676
25,Spring,400.0,81.2,28.275,378.0,0.9285714285714285,0.0017290640394088668,226.2,45.25,1.375,0.30952380952380953,0.0016558761435608725,0.6904761904761905,0.00011224489795918367,0.0017681210415200562,452.5,0.6191844553913519,0.0021412191511563008,0.3808155446086481,6.190597523194771e-05,0.0022031251263882486
25,Summer,400.0,81.2,30.449999999999996,378.0,0.9999999999999999,0.001862068965517241,304.49999999999994,45.25,1.375,0.41666666666666663,0.002229064039408867,0.5833333333333334,9.482758620689655e-05,0.0023238916256157634,86.0,0.1176792556102901,0.0003147775162383622,0.8823207443897099,0.00014343145105842573,0.0004582089672967879
25,Fall,400.0,81.2,21.75,378.0,0.7142857142857143,0.0013300492610837438,174.0,45.25,1.375,0.2380952380952381,0.0012737508796622098,0.7619047619047619,0.00012385643912737508,0.001397607318789585,78.0,0.10673234811165846,0.0006039336067363924,0.8932676518883416,0.00014521099759761218,0.0007491446043340046
25,Winter,400.0,81.2,17.4,378.0,0.5714285714285714,0.001064039408866995,139.2,45.25,1.375,0.19047619047619047,0.0010190007037297675,0.8095238095238095,0.00013159746657283604,0.0011505981703026037,50.5,0.06910235358511221,0.00033307853462431346,0.9308976464148878,0.0001513281888260655,0.00048440672345037897
26,Spring,400.0,87.8,30.449999999999996,378.0,0.9999999999999999,0.0017220956719817763,334.94999999999993,45.25,1.375,0.45833333333333326,0.002267653758542141,0.5416666666666667,8.143507972665148e-05,0.0023490888382687925,233.5,0.3195128626163109,0.0015622066122812335,0.6804871373836892,0.00010230558329686441,0.001664512195578098
26,Summer,400.0,87.8,30.449999999999996,378.0,0.9999999999999999,0.0017220956719817763,334.94999999999993,45.25,1.375,0.45833333333333326,0.002267653758542141,0.5416666666666667,8.143507972665148e-05,0.0023490888382687925,179.5,0.24562123700054736,0.0013370999173371336,0.7543787629994526,0.00011341457484729812,0.0014505144921844316
26,Winter,400.0,87.8,0.0,378.0,0.0,0.0,0.0,45.25,1.375,0.0,0.0,1.0,0.00015034168564920274,0.00015034168564920274,19.16666657,0.026226965749863166,9.703847468627385e-05,0.9737730342501368,0.0001463986794089044,0.00024343715409517826
26,Fall,400.0,87.8,30.449999999999996,378.0,0.9999999999999999,0.0017220956719817763,243.59999999999997,45.25,1.375,0.3333333333333333,0.0016492027334851938,0.6666666666666667,0.00010022779043280183,0.0017494305239179955,48.0,0.06568144499178982,0.00017940834333890655,0.9343185550082101,0.00014046702649326165,0.0003198753698321682
27,Spring,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,334.94999999999993,45.25,1.375,0.45833333333333326,0.0028361823361823355,0.5416666666666667,0.00010185185185185186,0.002938034188034187,138.0,0.18883415435139575,0.001333628057765989,0.8111658456486043,0.0001525269111476008,0.0014861549689135897
27,Summer,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,365.4,45.25,1.375,0.5,0.0030940170940170946,0.5,9.401709401709401e-05,0.0031880341880341887,90.0,0.12315270935960593,0.0007620731758662794,0.8768472906403941,0.0001648772683255442,0.0009269504441918236
27,Winter,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,152.24999999999997,45.25,1.375,0.20833333333333331,0.001289173789173789,0.7916666666666667,0.00014886039886039887,0.001438034188034188,1.0,0.0013683634373289546,4.233739865923774e-06,0.9986316365626711,0.00018777688892631424,0.000192010628792238
27,Fall,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,91.35,45.25,1.375,0.125,0.0007735042735042736,0.875,0.00016452991452991454,0.0009380341880341882,46.6666666,0.06385696031746031,0.00019757452679419342,0.9361430396825396,0.00017602689635056303,0.0003736014231447564
28,Spring,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,304.49999999999994,45.25,1.375,0.41666666666666663,0.002578347578347578,0.5833333333333334,0.00010968660968660969,0.0026880341880341878,178.75,0.24459496442255066,0.0020099680013473116,0.7554050355774493,0.0001420419725017426,0.002152009973849054
28,Summer,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,304.49999999999994,45.25,1.375,0.41666666666666663,0.002578347578347578,0.5833333333333334,0.00010968660968660969,0.0026880341880341878,148.5,0.20320197044334976,0.0011706290729279235,0.7967980295566502,0.00014982527051492567,0.0013204543434428492
28,Fall,400.0,70.2,19.575,378.0,0.6428571428571428,0.0013846153846153843,156.6,45.25,1.375,0.2142857142857143,0.001326007326007326,0.7857142857142857,0.00014774114774114772,0.0014737484737484738,126.99998,0.1737821291735085,0.00128705683456603,0.8262178708264916,0.00015535720648019499,0.001442414041046225
28,Winter,400.0,70.2,8.7,378.0,0.2857142857142857,0.0006153846153846154,34.8,45.25,1.375,0.047619047619047616,0.00029466829466829464,0.9523809523809523,0.00017908017908017904,0.0004737484737484737,27.24999999,0.03728790365353038,0.00012807063090185676,0.9627120963464696,0.0001810227873471994,0.00030909341824905613
29,Spring,400.0,86.9,21.75,378.0,0.7142857142857143,0.001242807825086306,163.125,45.25,1.375,0.22321428571428573,0.0011158145651816538,0.7767857142857143,0.00011799276672694396,0.0012338073319085978,107.0,0.14641488779419815,0.0009439534712341347,0.8535851122058018,0.00012965849805657748,0.0010736119692907123
29,Winter,400.0,86.9,4.35,378.0,0.14285714285714285,0.00024856156501726123,26.099999999999998,45.25,1.375,0.03571428571428571,0.0001785303304290646,0.9642857142857143,0.0001464737793851718,0.0003250041098142364,18.0,0.024630541871921183,0.00016416582108419732,0.9753694581280788,0.00014815738604477145,0.0003123232071289688
30,Spring,400.0,87.8,30.449999999999996,378.0,0.9999999999999999,0.0017220956719817763,152.24999999999997,45.25,1.375,0.20833333333333331,0.001030751708428246,0.7916666666666667,0.00011902050113895218,0.0011497722095671983,97.0,0.1327312534209086,0.0007921047611566818,0.8672687465790914,0.00013038664527157182,0.0009224914064282536
30,Summer,400.0,87.8,30.449999999999996,378.0,0.9999999999999999,0.0017220956719817763,91.35,45.25,1.375,0.125,0.0006184510250569476,0.875,0.0001315489749430524,0.00075,78.5,0.10741652983032295,0.0004129776959876717,0.8925834701696771,0.00013419250348792411,0.0005471701994755958
30,Fall,400.0,87.8,8.7,378.0,0.2857142857142857,0.0004920273348519362,17.4,45.25,1.375,0.023809523809523808,0.00011780019524894238,0.9761904761904762,0.0001467621217051741,0.00026456231695411647,43.0,0.05883962780514505,0.00041974782215140397,0.9411603721948549,0.0001414956368220055,0.0005612434589734095
30,Winter,400.0,87.8,4.35,378.0,0.14285714285714285,0.0002460136674259681,8.7,45.25,1.375,0.011904761904761904,5.890009762447119e-05,0.9880952380952381,0.0001485519036771884,0.0002074520013016596,0.0,0.0,0.0,1.0,0.00015034168564920274,0.00015034168564920274
31,Spring,400.0,73.9,26.099999999999998,378.0,0.8571428571428571,0.0017537212449255748,156.6,45.25,1.375,0.2142857142857143,0.0012596172433790838,0.7857142857142857,0.00014034409433597524,0.001399961337715059,155.75,0.2131226053639847,0.001477999160095189,0.7868773946360152,0.00014055184856827336,0.0016185510086634625
31,Summer,400.0,73.9,26.099999999999998,378.0,0.8571428571428571,0.0017537212449255748,169.64999999999998,45.25,1.375,0.23214285714285712,0.001364585346994007,0.7678571428571429,0.00013715445582833947,0.0015017398028223466,73.0,0.09989053092501368,0.0005952214304601033,0.9001094690749863,0.00016077733412435478,0.000755998764584458
31,Winter,400.0,73.9,30.449999999999996,378.0,0.9999999999999999,0.002046008119079837,60.89999999999999,45.25,1.375,0.08333333333333333,0.0004898511502029769,0.9166666666666666,0.00016373477672530442,0.0006535859269282813,32.0,0.043787629994526546,0.0003217413137622181,0.9562123700054734,0.00017079842062344046,0.0004925397343856586
32,Fall,400.0,73.6,26.099999999999998,378.0,0.8571428571428571,0.0017608695652173915,182.7,45.25,1.375,0.25,0.0014755434782608697,0.75,0.0001345108695652174,0.001610054347826087,109.0,0.14915161466885607,0.0009731964374955382,0.8508483853311439,0.0001525978082387378,0.001125794245734276
32,Spring,400.0,73.6,30.449999999999996,378.0,0.9999999999999999,0.0020543478260869564,243.59999999999997,45.25,1.375,0.3333333333333333,0.001967391304347826,0.6666666666666667,0.00011956521739130436,0.0020869565217391307,167.5,0.2292008757525999,0.0018474579674448495,0.7707991242474002,0.00013824114728350112,0.0019856991147283506
32,Winter,400.0,73.6,26.099999999999998,378.0,0.8571428571428571,0.0017608695652173915,130.5,45.25,1.375,0.17857142857142858,0.0010539596273291926,0.8214285714285714,0.00014732142857142857,0.0012012810559006212,43.25,0.05918171866447729,0.0003624248143785251,0.9408182813355227,0.00016873371350039265,0.0005311585278789178
33,Fall,400.0,72.7,21.75,378.0,0.7142857142857143,0.0014855570839064649,174.0,45.25,1.375,0.2380952380952381,0.001422676360778149,0.7619047619047619,0.00013833759088229512,0.001561013951660444,25.5,0.03489326765188835,0.00021667197448632728,0.9651067323481116,0.00017523258414023487,0.00039190455862656216
33,Winter,400.0,72.7,30.449999999999996,378.0,0.9999999999999999,0.0020797799174690503,60.89999999999999,45.25,1.375,0.08333333333333333,0.0004979367262723521,0.9166666666666666,0.00016643741403026132,0.0006643741403026134,16.0,0.021893814997263273,0.00016352601848024697,0.9781061850027367,0.0001775928699042108,0.00034111888838445775
34,Summer,400.0,86.9,29.362499999999997,378.0,0.9642857142857142,0.0016777905638665131,293.625,45.25,1.375,0.4017857142857143,0.002008466217326977,0.5982142857142857,9.086799276672694e-05,0.002099334210093704,136.75,0.18712370005473455,0.0006600834056093768,0.8128762999452654,0.00012347488100434412,0.000783558286613721
34,Winter,400.0,86.9,30.449999999999996,378.0,0.9999999999999999,0.001739930955120828,282.57599999999996,45.25,1.375,0.38666666666666666,0.0019328883774453395,0.6133333333333333,9.31645569620253e-05,0.002026052934407365,130.0,0.17788724685276408,0.0004651364930718924,0.8221127531472359,0.0001248778865540105,0.0005900143796259029
35,Summer,400.0,72.7,26.099999999999998,378.0,0.8571428571428571,0.0017826685006877578,130.5,45.25,1.375,0.17857142857142858,0.0010670072705836117,0.8214285714285714,0.00014914521516997444,0.001216152485753586,15.166599999999999,0.020753420908593324,0.0001396782015751802,0.9792465790914067,0.00017779992907849474,0.00031747813065367494
35,Fall,400.0,72.7,26.099999999999998,378.0,0.8571428571428571,0.0017826685006877578,78.3,45.25,1.375,0.10714285714285715,0.0006402043623501671,0.8928571428571428,0.0001621143643151896,0.0008023187266653568,49.5,0.06773399014778325,0.0002984349837264508,0.9322660098522167,0.00016926975694703245,0.00046770474067348326
35,Winter,400.0,72.7,26.099999999999998,378.0,0.8571428571428571,0.0017826685006877578,156.6,45.25,1.375,0.2142857142857143,0.0012804087247003343,0.7857142857142857,0.00014266064059736684,0.001423069365297701,9.5,0.01299945265462507,3.8837429389058666e-05,0.9870005473453749,0.0001792078022690364,0.00021804523165809507
36,Summer,400.0,84.0,26.099999999999998,378.0,0.8571428571428571,0.001542857142857143,313.2,45.25,1.375,0.4285714285714286,0.002216326530612245,0.5714285714285714,8.979591836734694e-05,0.0023061224489795916,152.0,0.20799124247400108,0.0008208616780045351,0.7920087575259989,0.0001244585190397998,0.0009453201970443349
37,Fall,400.0,84.0,26.099999999999998,378.0,0.8571428571428571,0.001542857142857143,347.99999912999994,45.25,1.375,0.47619047499999995,0.0024625850278571426,0.5238095250000001,8.231292535714289e-05,0.0025448979532142857,17.25,0.02360426929392447,6.722574087106108e-05,0.9763957307060755,0.00015343361482524046,0.00022065935569630154
38,Fall,400.0,70.2,26.099999999999998,378.0,0.8571428571428571,0.0018461538461538461,208.79999999999998,45.25,1.375,0.2857142857142857,0.0017680097680097678,0.7142857142857143,0.0001343101343101343,0.0019023199023199021,219.0,0.2996715927750411,0.0015495487909281016,0.7003284072249589,0.00013168568340982134,0.0016812344743379229
38,Winter,400.0,70.2,17.4,378.0,0.5714285714285714,0.0012307692307692308,87.0,45.25,1.375,0.11904761904761905,0.0007366707366707368,0.8809523809523809,0.00016564916564916563,0.0009023199023199024,26.0,0.03557744937055282,0.00016934959463695096,0.9644225506294472,0.0001813444112294687,0.0003506940058664197
